Instance,Terminal,Layer,X location,Y location,Voltage
_53_,VGND,li1,46.6900,43.5200,0.000059
_52_,VGND,li1,50.3700,43.5200,0.000065
_51_,VGND,li1,46.9200,48.9600,0.000023
_50_,VGND,li1,44.8500,43.5200,0.000055
_49_,VGND,li1,49.4500,48.9600,0.000025
_48_,VGND,li1,46.6900,38.0800,0.000005
_47_,VGND,li1,40.0200,43.5200,0.000048
_46_,VGND,li1,36.1100,48.9600,0.000017
_45_,VGND,li1,34.2700,43.5200,0.000034
_44_,VGND,li1,40.9400,43.5200,0.000048
_43_,VGND,li1,43.4700,43.5200,0.000051
_42_,VGND,li1,43.4700,48.9600,0.000021
_41_,VGND,li1,78.4300,43.5200,0.000091
_40_,VGND,li1,74.7500,43.5200,0.000090
_39_,VGND,li1,66.9300,48.9600,0.000031
